dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.09017255,0.3799622356891632,-0.5603073
S1_3P,human,-0.46283883,-0.1876254975795745,-0.73805207
S2_1P,human,3.8146972e-08,0.8270944356918335,-0.8270945
S2_3P,human,-0.56488305,-0.1310451179742813,-0.99872094
Random_1P,neutral,-0.5664275,,-0.5664275
Random_3P,neutral,-0.5143169,,-0.5143169
Arousal_1P,arousal,-0.4785599,,-0.4785599
Arousal_3P,arousal,-0.4530513,,-0.4530513
