dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,0.10234111,0.5813607573509216,-0.37667865
S1_3P,human,-0.32054916,-0.0745085924863815,-0.5665897
S2_1P,human,0.0,0.8709710836410522,-0.8709711
S2_3P,human,-0.58211553,-0.1651303917169571,-0.9991008
Random_1P,neutral,-0.45754087,,-0.45754087
Random_3P,neutral,-0.3146693,,-0.3146693
Arousal_1P,arousal,-0.3475264,,-0.3475264
Arousal_3P,arousal,-0.29288593,,-0.29288593
