dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,0.030592794,0.5166833996772766,-0.45549774
S1_3P,human,-0.28573155,0.0280457120388746,-0.5995089
S2_1P,human,3.8146972e-08,0.7985498309135437,-0.7985497
S2_3P,human,-0.4652978,-0.0423556230962276,-0.8882399
Random_1P,neutral,-0.6418048,,-0.6418048
Random_3P,neutral,-0.56286204,,-0.56286204
Arousal_1P,arousal,-0.6679665,,-0.6679665
Arousal_3P,arousal,-0.6126569,,-0.6126569
