model,model_name,n_layers,d_model,best_layer_final_token,best_layer_mean,human_pain_z
huihui-ai/Qwen2.5-32B-Instruct-abliterated,Qwen_2.5_32B_instruct_abliterated,64,5120,60,61,0.38525216397829354
