dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.079963475,0.3697587847709656,-0.52968574
S1_3P,human,-0.4064866,-0.1487301886081695,-0.6642429
S2_1P,human,-7.6293944e-08,0.8543320298194885,-0.85433215
S2_3P,human,-0.44256723,0.0399422086775302,-0.9250766
Random_1P,neutral,-0.63607687,,-0.63607687
Random_3P,neutral,-0.6578849,,-0.6578849
Arousal_1P,arousal,-0.23919803,,-0.23919803
Arousal_3P,arousal,-0.3432962,,-0.3432962
