dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.12885351,0.2677024900913238,-0.52540946
S1_3P,human,-0.35344872,-0.1262078136205673,-0.5806896
S2_1P,human,0.0,0.8465704917907715,-0.84657043
S2_3P,human,-0.265395,0.1669764071702957,-0.6977664
Random_1P,neutral,-0.6648796,,-0.6648796
Random_3P,neutral,-0.5743913,,-0.5743913
Arousal_1P,arousal,-0.4254829,,-0.4254829
Arousal_3P,arousal,-0.37875327,,-0.37875327
