dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.14125724,0.2944867610931396,-0.57700133
S1_3P,human,-0.3820214,-0.1068932637572288,-0.6571495
S2_1P,human,0.0,0.8458878993988037,-0.84588784
S2_3P,human,-0.38252044,0.02827082388103,-0.79331183
Random_1P,neutral,-0.5326971,,-0.5326971
Random_3P,neutral,-0.5299824,,-0.5299824
Arousal_1P,arousal,-0.32585663,,-0.32585663
Arousal_3P,arousal,-0.37289828,,-0.37289828
