dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.1572125,0.2494778484106063,-0.56390285
S1_3P,human,-0.51670027,-0.2891334295272827,-0.7442672
S2_1P,human,0.0,0.8864020705223083,-0.88640213
S2_3P,human,-0.62742996,-0.2421077191829681,-1.0127523
Random_1P,neutral,-0.8221368,,-0.8221368
Random_3P,neutral,-0.6383246,,-0.6383246
Arousal_1P,arousal,-0.3415786,,-0.3415786
Arousal_3P,arousal,-0.3574583,,-0.3574583
