dataset,extraction,layer,auc_vs_all_controls,auc_vs_neutral,auc_std
S2_1P,final_token,0,0.852,0.826,0.034365680554879145
S2_1P,final_token,1,0.8899999999999999,0.8380000000000001,0.027202941017470915
S2_1P,final_token,2,0.8969999999999999,0.8234999999999999,0.027901612856607447
S2_1P,final_token,3,0.8619999999999999,0.8039999999999999,0.022438805672316906
S2_1P,final_token,4,0.8699999999999999,0.8375,0.019811612756158965
S2_1P,final_token,5,0.8785000000000001,0.8200000000000001,0.03164648479689331
S2_1P,final_token,6,0.8905,0.8474999999999999,0.02187464285422735
S2_1P,final_token,7,0.881,0.849,0.021130546609115442
S2_1P,final_token,8,0.8835000000000001,0.8554999999999999,0.035341194094144546
S2_1P,final_token,9,0.9030000000000001,0.8664999999999999,0.036687872655688285
S2_1P,final_token,10,0.9209999999999999,0.891,0.03080584360149871
S2_1P,final_token,11,0.932,0.8895,0.028870400066504057
S2_1P,final_token,12,0.9115,0.8865000000000001,0.03659234892706397
S2_1P,final_token,13,0.909,0.89,0.03970516339218361
S2_1P,final_token,14,0.9099999999999999,0.8905000000000001,0.03657184709581952
S2_1P,final_token,15,0.917,0.8915000000000001,0.03336914742692714
S2_1P,final_token,16,0.9285,0.8985,0.036006943774777665
S2_1P,final_token,17,0.9410000000000001,0.9039999999999999,0.03148809298766758
S2_1P,final_token,18,0.9295,0.9029999999999999,0.03432928778754368
S2_1P,final_token,19,0.9335000000000001,0.921,0.0282223315833402
S2_1P,final_token,20,0.9285,0.922,0.027685736399814247
S2_1P,final_token,21,0.9410000000000001,0.925,0.029266021253323758
S2_1P,final_token,22,0.9349999999999999,0.9109999999999999,0.0299583043578905
S2_1P,final_token,23,0.9365,0.9019999999999999,0.03219472006401049
S2_1P,final_token,24,0.9239999999999998,0.9055,0.027046256672597038
S2_1P,final_token,25,0.9255000000000001,0.8969999999999999,0.020396078054371117
S2_1P,final_token,26,0.942,0.9174999999999999,0.022327113561766136
S2_1P,final_token,27,0.9414999999999999,0.9035,0.021011901389450662
S2_1P,final_token,28,0.9264999999999999,0.8879999999999999,0.02305428376679697
S2_1P,final_token,29,0.9560000000000001,0.8939999999999999,0.018748333259252684
S2_1P,final_token,30,0.9640000000000001,0.8879999999999999,0.014798648586948722
S2_1P,final_token,31,0.9664999999999999,0.8924999999999998,0.016324827717314465
S2_1P,final_token,32,0.967,0.8905,0.017635192088548385
S2_1P,final_token,33,0.9724999999999999,0.8905,0.010368220676663842
S2_1P,final_token,34,0.974,0.889,0.012708265027138814
S2_1P,final_token,35,0.9745000000000001,0.883,0.015604486534327224
S2_1P,final_token,36,0.967,0.8845000000000001,0.015443445211480498
S2_1P,final_token,37,0.9655000000000001,0.8825,0.016155494421403495
S2_1P,final_token,38,0.9655000000000001,0.8825,0.01691153452528773
S2_1P,final_token,39,0.9705000000000001,0.8869999999999999,0.01668831926827859
S2_1P,final_token,40,0.9789999999999999,0.8945000000000001,0.01309580085370881
S2_1P,final_token,41,0.9734999999999999,0.8995000000000001,0.013564659966250512
S2_3P,final_token,0,0.8115,0.836,0.01685229954635273
S2_3P,final_token,1,0.9099999999999999,0.8564999999999999,0.027928480087537923
S2_3P,final_token,2,0.908,0.844,0.02570992026436487
S2_3P,final_token,3,0.8855000000000001,0.8135,0.026143832924802775
S2_3P,final_token,4,0.875,0.8414999999999999,0.02387467277262665
S2_3P,final_token,5,0.8485000000000001,0.8309999999999998,0.037702785043017696
S2_3P,final_token,6,0.8745,0.859,0.02164486082191338
S2_3P,final_token,7,0.8585,0.8620000000000001,0.026953663943887127
S2_3P,final_token,8,0.882,0.8525,0.03925557285278104
S2_3P,final_token,9,0.915,0.8545,0.04138236339311713
S2_3P,final_token,10,0.916,0.8634999999999999,0.03652396473549934
S2_3P,final_token,11,0.915,0.866,0.04356030302924902
S2_3P,final_token,12,0.9085000000000001,0.8705,0.04665297418171753
S2_3P,final_token,13,0.8985,0.8705,0.04334743360338646
S2_3P,final_token,14,0.889,0.8724999999999999,0.012903487900563906
S2_3P,final_token,15,0.9059999999999999,0.8705,0.03203903868720153
S2_3P,final_token,16,0.9295,0.866,0.021295539439046825
S2_3P,final_token,17,0.944,0.8564999999999999,0.01868154169226937
S2_3P,final_token,18,0.9165000000000001,0.8629999999999999,0.03576310948449534
S2_3P,final_token,19,0.9305,0.8620000000000001,0.033518651524188744
S2_3P,final_token,20,0.9325000000000001,0.859,0.03959166578965831
S2_3P,final_token,21,0.9344999999999999,0.8525,0.03985599076675926
S2_3P,final_token,22,0.901,0.8270000000000002,0.027046256672597014
S2_3P,final_token,23,0.8945000000000001,0.8285,0.025019992006393578
S2_3P,final_token,24,0.901,0.8225,0.02457641145488897
S2_3P,final_token,25,0.908,0.8175000000000001,0.019196353820452473
S2_3P,final_token,26,0.9305,0.8324999999999999,0.019131126469708996
S2_3P,final_token,27,0.9325000000000001,0.8300000000000001,0.02413503677229436
S2_3P,final_token,28,0.9365,0.818,0.020469489490458705
S2_3P,final_token,29,0.9495000000000001,0.8164999999999999,0.02389560629069704
S2_3P,final_token,30,0.9555,0.8175000000000001,0.02243880567231687
S2_3P,final_token,31,0.9635,0.8110000000000002,0.02289104628451916
S2_3P,final_token,32,0.967,0.8165000000000001,0.021412613105363854
S2_3P,final_token,33,0.9710000000000001,0.8099999999999999,0.021071307505705458
S2_3P,final_token,34,0.9720000000000001,0.8149999999999998,0.021587033144922912
S2_3P,final_token,35,0.9715,0.817,0.021540659228538032
S2_3P,final_token,36,0.9729999999999999,0.8220000000000001,0.022989127865145318
S2_3P,final_token,37,0.9715,0.825,0.025816661286851176
S2_3P,final_token,38,0.9685,0.8320000000000001,0.0233238075793812
S2_3P,final_token,39,0.9814999999999999,0.841,0.013747727084867519
S2_3P,final_token,40,0.9824999999999999,0.8574999999999999,0.0191702895126808
S2_3P,final_token,41,0.977,0.8720000000000001,0.013546217184144085
S2_1P,mean,0,0.8895,0.804,0.03199218654609281
S2_1P,mean,1,0.8875,0.8025,0.028809720581775812
S2_1P,mean,2,0.8975,0.7955,0.022967368155711675
S2_1P,mean,3,0.893,0.7965,0.02363260459619295
S2_1P,mean,4,0.8985,0.8164999999999999,0.031008063467427332
S2_1P,mean,5,0.898,0.8390000000000001,0.046405818600688424
S2_1P,mean,6,0.909,0.845,0.028835741710592454
S2_1P,mean,7,0.9179999999999999,0.852,0.03063494736408076
S2_1P,mean,8,0.9349999999999999,0.866,0.022967368155711675
S2_1P,mean,9,0.9410000000000001,0.8805,0.027092434368288083
S2_1P,mean,10,0.9410000000000001,0.883,0.027367864366808017
S2_1P,mean,11,0.942,0.8825000000000001,0.02843413441622586
S2_1P,mean,12,0.9334999999999999,0.8800000000000001,0.026907248094147445
S2_1P,mean,13,0.942,0.8805,0.02642915057280505
S2_1P,mean,14,0.9494999999999999,0.8905,0.022770595073471397
S2_1P,mean,15,0.9535,0.8879999999999999,0.021130546609115446
S2_1P,mean,16,0.9574999999999999,0.8985,0.019621416870348546
S2_1P,mean,17,0.9584999999999999,0.9045,0.01786057109949173
S2_1P,mean,18,0.9605,0.8995,0.01893409622876148
S2_1P,mean,19,0.958,0.9094999999999999,0.020334699407662776
S2_1P,mean,20,0.9629999999999999,0.9094999999999999,0.018124568960391857
S2_1P,mean,21,0.9640000000000001,0.9149999999999998,0.018547236990991436
S2_1P,mean,22,0.961,0.9119999999999999,0.02040833163195856
S2_1P,mean,23,0.9570000000000001,0.9174999999999999,0.022045407685048594
S2_1P,mean,24,0.9560000000000001,0.921,0.022505554869853797
S2_1P,mean,25,0.952,0.9174999999999999,0.017277152543170984
S2_1P,mean,26,0.9550000000000001,0.9295,0.022858258901324917
S2_1P,mean,27,0.9565000000000001,0.9254999999999999,0.020037464909513903
S2_1P,mean,28,0.951,0.9215,0.02083266665599966
S2_1P,mean,29,0.9555,0.9280000000000002,0.02254994456755937
S2_1P,mean,30,0.9565000000000001,0.9305,0.016628289148315895
S2_1P,mean,31,0.9570000000000001,0.9345000000000001,0.02094039159137189
S2_1P,mean,32,0.9525,0.9295,0.02382225849914319
S2_1P,mean,33,0.9570000000000001,0.9349999999999999,0.018867962264113206
S2_1P,mean,34,0.9549999999999998,0.9349999999999999,0.019999999999999997
S2_1P,mean,35,0.962,0.9335000000000001,0.023205602771744615
S2_1P,mean,36,0.9644999999999999,0.9359999999999999,0.02471841418861658
S2_1P,mean,37,0.9630000000000001,0.9339999999999999,0.021000000000000015
S2_1P,mean,38,0.9595,0.9324999999999999,0.026334388164527357
S2_1P,mean,39,0.9635,0.9324999999999999,0.022781571499789044
S2_1P,mean,40,0.9595,0.933,0.02198863342729605
S2_1P,mean,41,0.9629999999999999,0.9045,0.025806975801127893
S2_3P,mean,0,0.8955,0.8139999999999998,0.03268791825736235
S2_3P,mean,1,0.9024999999999999,0.8135,0.0376828873628336
S2_3P,mean,2,0.9035,0.7929999999999999,0.03084639363037439
S2_3P,mean,3,0.9015000000000001,0.7945,0.03322649545167228
S2_3P,mean,4,0.907,0.8045,0.03819031290785665
S2_3P,mean,5,0.9029999999999999,0.8290000000000001,0.043485629810317804
S2_3P,mean,6,0.9119999999999999,0.8334999999999999,0.0391279950930277
S2_3P,mean,7,0.9175000000000001,0.8524999999999998,0.03503569608270972
S2_3P,mean,8,0.9295,0.8699999999999999,0.02614383292480275
S2_3P,mean,9,0.9365,0.8795,0.02272663635472703
S2_3P,mean,10,0.9385,0.8700000000000001,0.021943108257491687
S2_3P,mean,11,0.9349999999999999,0.8664999999999999,0.023822258499143188
S2_3P,mean,12,0.9369999999999999,0.8634999999999999,0.027676705006196102
S2_3P,mean,13,0.9410000000000001,0.8599999999999998,0.023054283766797034
S2_3P,mean,14,0.9425000000000001,0.8640000000000001,0.020796634343085423
S2_3P,mean,15,0.944,0.8710000000000001,0.022505554869853773
S2_3P,mean,16,0.9424999999999999,0.8789999999999999,0.02133072900770153
S2_3P,mean,17,0.9455,0.8835000000000001,0.02415574465836236
S2_3P,mean,18,0.9440000000000002,0.8755000000000001,0.020223748416156713
S2_3P,mean,19,0.9400000000000001,0.877,0.024392621835300894
S2_3P,mean,20,0.9414999999999999,0.8829999999999998,0.015378556499229696
S2_3P,mean,21,0.9395,0.889,0.014696938456699058
S2_3P,mean,22,0.9385,0.881,0.013095800853708766
S2_3P,mean,23,0.9435,0.8869999999999999,0.012609520212918479
S2_3P,mean,24,0.9425000000000001,0.8780000000000001,0.020676073128135297
S2_3P,mean,25,0.9385,0.875,0.020037464909513907
S2_3P,mean,26,0.9480000000000001,0.9019999999999999,0.01893409622876147
S2_3P,mean,27,0.95,0.892,0.019685019685029483
S2_3P,mean,28,0.9425000000000001,0.89,0.01680773631397156
S2_3P,mean,29,0.944,0.8949999999999999,0.017649362594722814
S2_3P,mean,30,0.9440000000000002,0.8975,0.018681541692269345
S2_3P,mean,31,0.9490000000000001,0.8985,0.019144189719076627
S2_3P,mean,32,0.945,0.8954999999999999,0.018165902124584923
S2_3P,mean,33,0.9480000000000001,0.9005000000000001,0.02123676058159529
S2_3P,mean,34,0.9445,0.9019999999999999,0.02315167380558042
S2_3P,mean,35,0.9475,0.9055,0.021505813167606535
S2_3P,mean,36,0.9490000000000001,0.9095000000000001,0.021828879952943074
S2_3P,mean,37,0.9515,0.9094999999999999,0.019532024984624627
S2_3P,mean,38,0.9475,0.9065,0.02162174831043967
S2_3P,mean,39,0.9545,0.907,0.022327113561766122
S2_3P,mean,40,0.9480000000000001,0.9084999999999999,0.023526580712037174
S2_3P,mean,41,0.9410000000000001,0.8935000000000001,0.025079872407968887
