dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.19624825,0.2840627431869507,-0.6765592
S1_3P,human,-0.73589325,-0.436003029346466,-1.0357836
S2_1P,human,7.6293944e-08,0.8146110773086548,-0.8146109
S2_3P,human,-0.80008626,-0.3879007399082184,-1.2122719
Random_1P,neutral,-1.2612478,,-1.2612478
Random_3P,neutral,-0.72934127,,-0.72934127
Arousal_1P,arousal,-0.5508797,,-0.5508797
Arousal_3P,arousal,-0.21805924,,-0.21805924
