dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.14113303,0.2859415411949157,-0.5682077
S1_3P,human,-0.5206358,-0.2909810543060303,-0.75029045
S2_1P,human,0.0,0.790595293045044,-0.7905955
S2_3P,human,-0.629295,-0.2478267550468444,-1.010763
Random_1P,neutral,-0.6654899,,-0.6654899
Random_3P,neutral,-0.488484,,-0.488484
Arousal_1P,arousal,-0.5651022,,-0.5651022
Arousal_3P,arousal,-0.4273848,,-0.4273848
