dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.12051773,0.3000468313694,-0.5410823
S1_3P,human,-0.4782545,-0.2371094822883606,-0.7193994
S2_1P,human,7.6293944e-08,0.8274065256118774,-0.8274064
S2_3P,human,-0.5061364,-0.1130266860127449,-0.8992463
Random_1P,neutral,-0.83739233,,-0.83739233
Random_3P,neutral,-0.79494834,,-0.79494834
Arousal_1P,arousal,-0.45353985,,-0.45353985
Arousal_3P,arousal,-0.52701205,,-0.52701205
