dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.13289247,0.3374847769737243,-0.60326964
S1_3P,human,-0.36796007,-0.0332689620554447,-0.70265114
S2_1P,human,3.8146972e-08,0.7388813495635986,-0.7388813
S2_3P,human,-0.3213305,0.110235795378685,-0.7528967
Random_1P,neutral,-0.7385594,,-0.7385594
Random_3P,neutral,-0.91866636,,-0.91866636
Arousal_1P,arousal,-0.6209133,,-0.6209133
Arousal_3P,arousal,-0.78168,,-0.78168
