dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.19103171,0.2833403050899505,-0.6654037
S1_3P,human,-0.57007015,-0.3262932896614074,-0.8138471
S2_1P,human,7.6293944e-08,0.8110882639884949,-0.81108826
S2_3P,human,-0.6133371,-0.1877467036247253,-1.0389274
Random_1P,neutral,-0.6751052,,-0.6751052
Random_3P,neutral,-0.35867447,,-0.35867447
Arousal_1P,arousal,-0.58897096,,-0.58897096
Arousal_3P,arousal,-0.41401803,,-0.41401803
