dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.13560848,0.390384167432785,-0.6616011
S1_3P,human,-0.48269516,-0.1558344066143036,-0.80955607
S2_1P,human,-7.6293944e-08,0.883849024772644,-0.8838492
S2_3P,human,-0.47646698,-0.0123845301568508,-0.9405493
Random_1P,neutral,-0.7915924,,-0.7915924
Random_3P,neutral,-0.66488767,,-0.66488767
Arousal_1P,arousal,-0.3201985,,-0.3201985
Arousal_3P,arousal,-0.34205654,,-0.34205654
