dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.06058279,0.4586717188358307,-0.5798373
S1_3P,human,-0.41371226,-0.0818636417388916,-0.74556077
S2_1P,human,-3.8146972e-08,0.8622912764549255,-0.86229134
S2_3P,human,-0.4487482,-0.0001419484615325,-0.8973545
Random_1P,neutral,-0.6713054,,-0.6713054
Random_3P,neutral,-0.36382514,,-0.36382514
Arousal_1P,arousal,-0.33343148,,-0.33343148
Arousal_3P,arousal,-0.17829765,,-0.17829765
