dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.11829907,0.4412524104118347,-0.67785066
S1_3P,human,-0.5065439,-0.2345608174800872,-0.7785269
S2_1P,human,-3.8146972e-08,0.876039445400238,-0.87603945
S2_3P,human,-0.624893,-0.2828441560268402,-0.96694183
Random_1P,neutral,-0.82546234,,-0.82546234
Random_3P,neutral,-0.6379349,,-0.6379349
Arousal_1P,arousal,-0.5036522,,-0.5036522
Arousal_3P,arousal,-0.46092972,,-0.46092972
