model,condition,probe,mean_abs_proj,kind
Gemma_3_27B_instruct,s1s2_negval,random_vector,6447.767578125,layerwise
Gemma_3_27B_instruct,s1s2_negval,numb_vector,3207.4873046875,layerwise
Gemma_3_27B_instruct,s1s2_negval,s1@L24,44.584224700927734,strict_fixed
Gemma_3_27B_instruct,s1s2_negval,s2@L55,8.713576316833496,strict_fixed
Gemma_3_27B_instruct,s1s2_negval,negemotion@L55,10.609785079956055,strict_fixed
Gemma_3_27B_instruct,s1s2_negval,fear@L55,254.7232208251953,strict_fixed
Gemma_3_27B_instruct,s1s2_fear,s1_pain_vector,2178.064453125,layerwise
Gemma_3_27B_instruct,s1s2_fear,s2_pain_vector,2539.543212890625,layerwise
Gemma_3_27B_instruct,s1s2_fear,s3_pain_vector,3256.760498046875,layerwise
Gemma_3_27B_instruct,s1s2_fear,fear_vector,4400.3359375,layerwise
Gemma_3_27B_instruct,s1s2_fear,negemotion_vector,3686.100341796875,layerwise
Gemma_3_27B_instruct,s1s2_fear,negworld_vector,1706.5531005859375,layerwise
Gemma_3_27B_instruct,s1s2_fear,bodysens_vector,6395.33154296875,layerwise
Gemma_3_27B_instruct,s1s2_fear,arousal_vector,3422.54150390625,layerwise
Gemma_3_27B_instruct,s1s2_fear,random_vector,6338.6826171875,layerwise
Gemma_3_27B_instruct,s1s2_fear,numb_vector,3145.6455078125,layerwise
Gemma_3_27B_instruct,s1s2_fear,s1@L24,44.51804733276367,strict_fixed
Gemma_3_27B_instruct,s1s2_fear,s2@L55,8.795561790466309,strict_fixed
Gemma_3_27B_instruct,s1s2_fear,negemotion@L55,141.47406005859375,strict_fixed
Gemma_3_27B_instruct,s1s2_fear,fear@L55,9.36551570892334,strict_fixed
Gemma_3_27B_instruct,random,s1_pain_vector,2140.961669921875,layerwise
Gemma_3_27B_instruct,random,s2_pain_vector,2710.14013671875,layerwise
Gemma_3_27B_instruct,random,s3_pain_vector,3309.97119140625,layerwise
Gemma_3_27B_instruct,random,fear_vector,4844.24853515625,layerwise
Gemma_3_27B_instruct,random,negemotion_vector,4144.990234375,layerwise
Gemma_3_27B_instruct,random,negworld_vector,2080.505615234375,layerwise
Gemma_3_27B_instruct,random,bodysens_vector,6229.54443359375,layerwise
Gemma_3_27B_instruct,random,arousal_vector,4140.8740234375,layerwise
Gemma_3_27B_instruct,random,random_vector,6093.13427734375,layerwise
Gemma_3_27B_instruct,random,numb_vector,2948.250244140625,layerwise
Gemma_3_27B_instruct,random,s1@L24,1915.3831787109375,strict_fixed
Gemma_3_27B_instruct,random,s2@L55,299.8410949707031,strict_fixed
Gemma_3_27B_instruct,random,negemotion@L55,606.8057861328125,strict_fixed
Gemma_3_27B_instruct,random,fear@L55,720.084228515625,strict_fixed
