model,condition,probe,mean_abs_proj,kind
Gemma_3_27B_instruct,baseline,s1_pain_vector,2246.6259765625,layerwise
Gemma_3_27B_instruct,baseline,s2_pain_vector,2791.5556640625,layerwise
Gemma_3_27B_instruct,baseline,s3_pain_vector,3433.092529296875,layerwise
Gemma_3_27B_instruct,baseline,fear_vector,4782.61376953125,layerwise
Gemma_3_27B_instruct,baseline,negemotion_vector,4097.8828125,layerwise
Gemma_3_27B_instruct,baseline,negworld_vector,2089.118896484375,layerwise
Gemma_3_27B_instruct,baseline,bodysens_vector,6245.517578125,layerwise
Gemma_3_27B_instruct,baseline,arousal_vector,4097.38232421875,layerwise
Gemma_3_27B_instruct,baseline,random_vector,6146.33642578125,layerwise
Gemma_3_27B_instruct,baseline,numb_vector,3070.395751953125,layerwise
Gemma_3_27B_instruct,baseline,s1@L24,1940.8343505859375,strict_fixed
Gemma_3_27B_instruct,baseline,s2@L55,298.014404296875,strict_fixed
Gemma_3_27B_instruct,baseline,negemotion@L55,605.4274291992188,strict_fixed
Gemma_3_27B_instruct,baseline,fear@L55,680.025390625,strict_fixed
Gemma_3_27B_instruct,s1,s1_pain_vector,2377.015625,layerwise
Gemma_3_27B_instruct,s1,s2_pain_vector,3091.608154296875,layerwise
Gemma_3_27B_instruct,s1,s3_pain_vector,3298.6806640625,layerwise
Gemma_3_27B_instruct,s1,fear_vector,4998.197265625,layerwise
Gemma_3_27B_instruct,s1,negemotion_vector,4189.79052734375,layerwise
Gemma_3_27B_instruct,s1,negworld_vector,1990.406005859375,layerwise
Gemma_3_27B_instruct,s1,bodysens_vector,6892.11181640625,layerwise
Gemma_3_27B_instruct,s1,arousal_vector,3833.537109375,layerwise
Gemma_3_27B_instruct,s1,random_vector,6814.89111328125,layerwise
Gemma_3_27B_instruct,s1,numb_vector,3405.03955078125,layerwise
Gemma_3_27B_instruct,s1,s1@L24,48.27730178833008,strict_fixed
Gemma_3_27B_instruct,s1,s2@L55,549.3666381835938,strict_fixed
Gemma_3_27B_instruct,s1,negemotion@L55,426.7632141113281,strict_fixed
Gemma_3_27B_instruct,s1,fear@L55,509.15716552734375,strict_fixed
Gemma_3_27B_instruct,s2,s1_pain_vector,2478.987548828125,layerwise
Gemma_3_27B_instruct,s2,s2_pain_vector,3084.80126953125,layerwise
Gemma_3_27B_instruct,s2,s3_pain_vector,4093.674560546875,layerwise
Gemma_3_27B_instruct,s2,fear_vector,5536.94970703125,layerwise
Gemma_3_27B_instruct,s2,negemotion_vector,4861.60107421875,layerwise
Gemma_3_27B_instruct,s2,negworld_vector,2546.333984375,layerwise
Gemma_3_27B_instruct,s2,bodysens_vector,6638.99365234375,layerwise
Gemma_3_27B_instruct,s2,arousal_vector,5196.4013671875,layerwise
Gemma_3_27B_instruct,s2,random_vector,6417.57861328125,layerwise
Gemma_3_27B_instruct,s2,numb_vector,3203.66064453125,layerwise
Gemma_3_27B_instruct,s2,s1@L24,3229.089599609375,strict_fixed
Gemma_3_27B_instruct,s2,s2@L55,10.099990844726562,strict_fixed
Gemma_3_27B_instruct,s2,negemotion@L55,946.871826171875,strict_fixed
Gemma_3_27B_instruct,s2,fear@L55,1051.5416259765625,strict_fixed
Gemma_3_27B_instruct,s1s2,s1_pain_vector,2229.3857421875,layerwise
Gemma_3_27B_instruct,s1s2,s2_pain_vector,2609.423583984375,layerwise
Gemma_3_27B_instruct,s1s2,s3_pain_vector,3262.29443359375,layerwise
Gemma_3_27B_instruct,s1s2,fear_vector,4798.45654296875,layerwise
Gemma_3_27B_instruct,s1s2,negemotion_vector,3985.769287109375,layerwise
Gemma_3_27B_instruct,s1s2,negworld_vector,1845.467529296875,layerwise
Gemma_3_27B_instruct,s1s2,bodysens_vector,6587.87939453125,layerwise
Gemma_3_27B_instruct,s1s2,arousal_vector,3673.736572265625,layerwise
Gemma_3_27B_instruct,s1s2,random_vector,6521.328125,layerwise
Gemma_3_27B_instruct,s1s2,numb_vector,3218.168701171875,layerwise
Gemma_3_27B_instruct,s1s2,s1@L24,45.510318756103516,strict_fixed
Gemma_3_27B_instruct,s1s2,s2@L55,9.144676208496094,strict_fixed
Gemma_3_27B_instruct,s1s2,negemotion@L55,344.9775390625,strict_fixed
Gemma_3_27B_instruct,s1s2,fear@L55,474.07781982421875,strict_fixed
Gemma_3_27B_instruct,negval,s1_pain_vector,2085.679443359375,layerwise
Gemma_3_27B_instruct,negval,s2_pain_vector,2639.040771484375,layerwise
Gemma_3_27B_instruct,negval,s3_pain_vector,3213.81787109375,layerwise
Gemma_3_27B_instruct,negval,fear_vector,4527.42822265625,layerwise
Gemma_3_27B_instruct,negval,negemotion_vector,3726.499755859375,layerwise
Gemma_3_27B_instruct,negval,negworld_vector,1831.944091796875,layerwise
Gemma_3_27B_instruct,negval,bodysens_vector,6456.0234375,layerwise
Gemma_3_27B_instruct,negval,arousal_vector,3563.780517578125,layerwise
Gemma_3_27B_instruct,negval,random_vector,6311.42333984375,layerwise
Gemma_3_27B_instruct,negval,numb_vector,3119.45703125,layerwise
Gemma_3_27B_instruct,negval,s1@L24,1058.4716796875,strict_fixed
Gemma_3_27B_instruct,negval,s2@L55,397.63525390625,strict_fixed
Gemma_3_27B_instruct,negval,negemotion@L55,11.127457618713379,strict_fixed
Gemma_3_27B_instruct,negval,fear@L55,218.06573486328125,strict_fixed
Gemma_3_27B_instruct,fear,s1_pain_vector,2054.56201171875,layerwise
Gemma_3_27B_instruct,fear,s2_pain_vector,2630.64892578125,layerwise
Gemma_3_27B_instruct,fear,s3_pain_vector,3093.559814453125,layerwise
Gemma_3_27B_instruct,fear,fear_vector,4300.82421875,layerwise
Gemma_3_27B_instruct,fear,negemotion_vector,3613.84765625,layerwise
Gemma_3_27B_instruct,fear,negworld_vector,1779.3514404296875,layerwise
Gemma_3_27B_instruct,fear,bodysens_vector,6343.2216796875,layerwise
Gemma_3_27B_instruct,fear,arousal_vector,3349.4365234375,layerwise
Gemma_3_27B_instruct,fear,random_vector,6245.306640625,layerwise
Gemma_3_27B_instruct,fear,numb_vector,3065.345458984375,layerwise
Gemma_3_27B_instruct,fear,s1@L24,970.8624267578125,strict_fixed
Gemma_3_27B_instruct,fear,s2@L55,471.701171875,strict_fixed
Gemma_3_27B_instruct,fear,negemotion@L55,174.25765991210938,strict_fixed
Gemma_3_27B_instruct,fear,fear@L55,9.859532356262207,strict_fixed
Gemma_3_27B_instruct,s1s2_negval,s1_pain_vector,2216.480224609375,layerwise
Gemma_3_27B_instruct,s1s2_negval,s2_pain_vector,2593.5302734375,layerwise
Gemma_3_27B_instruct,s1s2_negval,s3_pain_vector,3296.439697265625,layerwise
Gemma_3_27B_instruct,s1s2_negval,fear_vector,4631.677734375,layerwise
Gemma_3_27B_instruct,s1s2_negval,negemotion_vector,3764.536865234375,layerwise
Gemma_3_27B_instruct,s1s2_negval,negworld_vector,1755.2918701171875,layerwise
Gemma_3_27B_instruct,s1s2_negval,bodysens_vector,6514.66796875,layerwise
Gemma_3_27B_instruct,s1s2_negval,arousal_vector,3519.697265625,layerwise
