model,condition,probe,mean_abs_proj,kind
Gemma_3_27B_base,s1s2_negval,fear_vector,1138.5272216796875,layerwise
Gemma_3_27B_base,s1s2_negval,negemotion_vector,3467.230224609375,layerwise
Gemma_3_27B_base,s1s2_negval,negworld_vector,6765.33935546875,layerwise
Gemma_3_27B_base,s1s2_negval,bodysens_vector,2626.939453125,layerwise
Gemma_3_27B_base,s1s2_negval,arousal_vector,2973.69970703125,layerwise
Gemma_3_27B_base,s1s2_negval,random_vector,2176.229248046875,layerwise
Gemma_3_27B_base,s1s2_negval,numb_vector,2342.89013671875,layerwise
Gemma_3_27B_base,s1s2_negval,s1@L22,0.8461845517158508,strict_fixed
Gemma_3_27B_base,s1s2_negval,s2@L24,40.478580474853516,strict_fixed
Gemma_3_27B_base,s1s2_negval,negemotion@L24,10.991507530212402,strict_fixed
Gemma_3_27B_base,s1s2_negval,fear@L24,156.10922241210938,strict_fixed
Gemma_3_27B_base,s1s2_fear,s1_pain_vector,2372.922607421875,layerwise
Gemma_3_27B_base,s1s2_fear,s2_pain_vector,2214.044677734375,layerwise
Gemma_3_27B_base,s1s2_fear,s3_pain_vector,1554.2706298828125,layerwise
Gemma_3_27B_base,s1s2_fear,fear_vector,1103.93115234375,layerwise
Gemma_3_27B_base,s1s2_fear,negemotion_vector,3465.933837890625,layerwise
Gemma_3_27B_base,s1s2_fear,negworld_vector,6660.08203125,layerwise
Gemma_3_27B_base,s1s2_fear,bodysens_vector,2590.6044921875,layerwise
Gemma_3_27B_base,s1s2_fear,arousal_vector,2990.019775390625,layerwise
Gemma_3_27B_base,s1s2_fear,random_vector,2145.327392578125,layerwise
Gemma_3_27B_base,s1s2_fear,numb_vector,2321.864501953125,layerwise
Gemma_3_27B_base,s1s2_fear,s1@L22,0.8536838293075562,strict_fixed
Gemma_3_27B_base,s1s2_fear,s2@L24,39.88044738769531,strict_fixed
Gemma_3_27B_base,s1s2_fear,negemotion@L24,193.71266174316406,strict_fixed
Gemma_3_27B_base,s1s2_fear,fear@L24,20.068008422851562,strict_fixed
Gemma_3_27B_base,random,s1_pain_vector,2675.85009765625,layerwise
Gemma_3_27B_base,random,s2_pain_vector,2346.7548828125,layerwise
Gemma_3_27B_base,random,s3_pain_vector,1920.7176513671875,layerwise
Gemma_3_27B_base,random,fear_vector,1257.6390380859375,layerwise
Gemma_3_27B_base,random,negemotion_vector,3037.49951171875,layerwise
Gemma_3_27B_base,random,negworld_vector,6550.06640625,layerwise
Gemma_3_27B_base,random,bodysens_vector,2800.23388671875,layerwise
Gemma_3_27B_base,random,arousal_vector,2705.526611328125,layerwise
Gemma_3_27B_base,random,random_vector,2008.526123046875,layerwise
Gemma_3_27B_base,random,numb_vector,2043.4254150390625,layerwise
Gemma_3_27B_base,random,s1@L22,121.40169525146484,strict_fixed
Gemma_3_27B_base,random,s2@L24,1839.067138671875,strict_fixed
Gemma_3_27B_base,random,negemotion@L24,748.757080078125,strict_fixed
Gemma_3_27B_base,random,fear@L24,1123.6649169921875,strict_fixed
