model,condition,probe,mean_abs_proj,kind
Gemma_2_2B_base,baseline,s1_pain_vector,11.351988792419434,layerwise
Gemma_2_2B_base,baseline,s2_pain_vector,11.324639320373535,layerwise
Gemma_2_2B_base,baseline,s3_pain_vector,11.361706733703613,layerwise
Gemma_2_2B_base,baseline,fear_vector,9.530816078186035,layerwise
Gemma_2_2B_base,baseline,negemotion_vector,9.277877807617188,layerwise
Gemma_2_2B_base,baseline,negworld_vector,16.301401138305664,layerwise
Gemma_2_2B_base,baseline,bodysens_vector,12.402220726013184,layerwise
Gemma_2_2B_base,baseline,arousal_vector,9.064037322998047,layerwise
Gemma_2_2B_base,baseline,random_vector,8.974945068359375,layerwise
Gemma_2_2B_base,baseline,numb_vector,12.760558128356934,layerwise
Gemma_2_2B_base,baseline,s1@L7,3.7005388736724854,strict_fixed
Gemma_2_2B_base,baseline,s2@L13,8.571884155273438,strict_fixed
Gemma_2_2B_base,baseline,negemotion@L13,7.500302314758301,strict_fixed
Gemma_2_2B_base,baseline,fear@L13,11.92622184753418,strict_fixed
Gemma_2_2B_base,s1,s1_pain_vector,10.58325481414795,layerwise
Gemma_2_2B_base,s1,s2_pain_vector,10.005407333374023,layerwise
Gemma_2_2B_base,s1,s3_pain_vector,10.856338500976562,layerwise
Gemma_2_2B_base,s1,fear_vector,9.510272026062012,layerwise
Gemma_2_2B_base,s1,negemotion_vector,8.658185005187988,layerwise
Gemma_2_2B_base,s1,negworld_vector,15.504048347473145,layerwise
Gemma_2_2B_base,s1,bodysens_vector,12.72166633605957,layerwise
Gemma_2_2B_base,s1,arousal_vector,8.923443794250488,layerwise
Gemma_2_2B_base,s1,random_vector,8.510125160217285,layerwise
Gemma_2_2B_base,s1,numb_vector,13.414336204528809,layerwise
Gemma_2_2B_base,s1,s1@L7,0.03328724205493927,strict_fixed
Gemma_2_2B_base,s1,s2@L13,7.418393611907959,strict_fixed
Gemma_2_2B_base,s1,negemotion@L13,7.29866886138916,strict_fixed
Gemma_2_2B_base,s1,fear@L13,12.003922462463379,strict_fixed
Gemma_2_2B_base,s2,s1_pain_vector,9.66139030456543,layerwise
Gemma_2_2B_base,s2,s2_pain_vector,6.730612277984619,layerwise
Gemma_2_2B_base,s2,s3_pain_vector,11.399697303771973,layerwise
Gemma_2_2B_base,s2,fear_vector,9.783258438110352,layerwise
Gemma_2_2B_base,s2,negemotion_vector,8.098061561584473,layerwise
Gemma_2_2B_base,s2,negworld_vector,14.75529956817627,layerwise
Gemma_2_2B_base,s2,bodysens_vector,11.881983757019043,layerwise
Gemma_2_2B_base,s2,arousal_vector,9.767206192016602,layerwise
Gemma_2_2B_base,s2,random_vector,8.252760887145996,layerwise
Gemma_2_2B_base,s2,numb_vector,13.235726356506348,layerwise
Gemma_2_2B_base,s2,s1@L7,3.310307502746582,strict_fixed
Gemma_2_2B_base,s2,s2@L13,0.03936345502734184,strict_fixed
Gemma_2_2B_base,s2,negemotion@L13,6.484144687652588,strict_fixed
Gemma_2_2B_base,s2,fear@L13,12.771223068237305,strict_fixed
Gemma_2_2B_base,s1s2,s1_pain_vector,9.263091087341309,layerwise
Gemma_2_2B_base,s1s2,s2_pain_vector,6.517246723175049,layerwise
Gemma_2_2B_base,s1s2,s3_pain_vector,11.251529693603516,layerwise
Gemma_2_2B_base,s1s2,fear_vector,10.050500869750977,layerwise
Gemma_2_2B_base,s1s2,negemotion_vector,7.9161906242370605,layerwise
Gemma_2_2B_base,s1s2,negworld_vector,14.83130168914795,layerwise
Gemma_2_2B_base,s1s2,bodysens_vector,12.119011878967285,layerwise
Gemma_2_2B_base,s1s2,arousal_vector,9.770320892333984,layerwise
Gemma_2_2B_base,s1s2,random_vector,8.074995994567871,layerwise
Gemma_2_2B_base,s1s2,numb_vector,13.742051124572754,layerwise
Gemma_2_2B_base,s1s2,s1@L7,3.105252742767334,strict_fixed
Gemma_2_2B_base,s1s2,s2@L13,0.037875376641750336,strict_fixed
Gemma_2_2B_base,s1s2,negemotion@L13,6.605515003204346,strict_fixed
Gemma_2_2B_base,s1s2,fear@L13,12.895105361938477,strict_fixed
Gemma_2_2B_base,negval,s1_pain_vector,11.035408020019531,layerwise
Gemma_2_2B_base,negval,s2_pain_vector,10.073981285095215,layerwise
Gemma_2_2B_base,negval,s3_pain_vector,11.336709022521973,layerwise
Gemma_2_2B_base,negval,fear_vector,10.12954330444336,layerwise
Gemma_2_2B_base,negval,negemotion_vector,7.816402435302734,layerwise
Gemma_2_2B_base,negval,negworld_vector,14.976905822753906,layerwise
Gemma_2_2B_base,negval,bodysens_vector,12.648649215698242,layerwise
Gemma_2_2B_base,negval,arousal_vector,9.29316520690918,layerwise
Gemma_2_2B_base,negval,random_vector,9.098413467407227,layerwise
Gemma_2_2B_base,negval,numb_vector,13.526115417480469,layerwise
Gemma_2_2B_base,negval,s1@L7,3.6761486530303955,strict_fixed
Gemma_2_2B_base,negval,s2@L13,7.292876720428467,strict_fixed
Gemma_2_2B_base,negval,negemotion@L13,0.048483990132808685,strict_fixed
Gemma_2_2B_base,negval,fear@L13,12.79401969909668,strict_fixed
Gemma_2_2B_base,fear,s1_pain_vector,11.65230941772461,layerwise
Gemma_2_2B_base,fear,s2_pain_vector,9.743218421936035,layerwise
Gemma_2_2B_base,fear,s3_pain_vector,11.052223205566406,layerwise
Gemma_2_2B_base,fear,fear_vector,8.135930061340332,layerwise
Gemma_2_2B_base,fear,negemotion_vector,10.563243865966797,layerwise
Gemma_2_2B_base,fear,negworld_vector,15.7647066116333,layerwise
Gemma_2_2B_base,fear,bodysens_vector,10.272859573364258,layerwise
Gemma_2_2B_base,fear,arousal_vector,8.1619291305542,layerwise
Gemma_2_2B_base,fear,random_vector,8.275595664978027,layerwise
Gemma_2_2B_base,fear,numb_vector,10.68592357635498,layerwise
Gemma_2_2B_base,fear,s1@L7,3.9014315605163574,strict_fixed
Gemma_2_2B_base,fear,s2@L13,8.25873851776123,strict_fixed
Gemma_2_2B_base,fear,negemotion@L13,10.228951454162598,strict_fixed
Gemma_2_2B_base,fear,fear@L13,0.07568692415952682,strict_fixed
Gemma_2_2B_base,s1s2_negval,s1_pain_vector,9.105907440185547,layerwise
Gemma_2_2B_base,s1s2_negval,s2_pain_vector,6.332119464874268,layerwise
Gemma_2_2B_base,s1s2_negval,s3_pain_vector,11.773645401000977,layerwise
Gemma_2_2B_base,s1s2_negval,fear_vector,10.506830215454102,layerwise
Gemma_2_2B_base,s1s2_negval,negemotion_vector,7.559260368347168,layerwise
Gemma_2_2B_base,s1s2_negval,negworld_vector,14.699938774108887,layerwise
Gemma_2_2B_base,s1s2_negval,bodysens_vector,11.972769737243652,layerwise
Gemma_2_2B_base,s1s2_negval,arousal_vector,9.9680757522583,layerwise
Gemma_2_2B_base,s1s2_negval,random_vector,8.271927833557129,layerwise
Gemma_2_2B_base,s1s2_negval,numb_vector,14.064332008361816,layerwise
Gemma_2_2B_base,s1s2_negval,s1@L7,3.692504405975342,strict_fixed
Gemma_2_2B_base,s1s2_negval,s2@L13,2.797849655151367,strict_fixed
Gemma_2_2B_base,s1s2_negval,negemotion@L13,0.048413775861263275,strict_fixed
Gemma_2_2B_base,s1s2_negval,fear@L13,12.931594848632812,strict_fixed
Gemma_2_2B_base,s1s2_fear,s1_pain_vector,8.945856094360352,layerwise
Gemma_2_2B_base,s1s2_fear,s2_pain_vector,6.303903579711914,layerwise
Gemma_2_2B_base,s1s2_fear,s3_pain_vector,11.175889015197754,layerwise
Gemma_2_2B_base,s1s2_fear,fear_vector,8.053657531738281,layerwise
Gemma_2_2B_base,s1s2_fear,negemotion_vector,10.119100570678711,layerwise
Gemma_2_2B_base,s1s2_fear,negworld_vector,15.572307586669922,layerwise
Gemma_2_2B_base,s1s2_fear,bodysens_vector,9.786114692687988,layerwise
Gemma_2_2B_base,s1s2_fear,arousal_vector,8.313382148742676,layerwise
Gemma_2_2B_base,s1s2_fear,random_vector,7.9194159507751465,layerwise
Gemma_2_2B_base,s1s2_fear,numb_vector,10.64680290222168,layerwise
Gemma_2_2B_base,s1s2_fear,s1@L7,2.130156993865967,strict_fixed
Gemma_2_2B_base,s1s2_fear,s2@L13,2.4739811420440674,strict_fixed
Gemma_2_2B_base,s1s2_fear,negemotion@L13,9.7268705368042,strict_fixed
Gemma_2_2B_base,s1s2_fear,fear@L13,0.07582741230726242,strict_fixed
Gemma_2_2B_base,random,s1_pain_vector,11.626055717468262,layerwise
Gemma_2_2B_base,random,s2_pain_vector,11.170848846435547,layerwise
Gemma_2_2B_base,random,s3_pain_vector,11.117692947387695,layerwise
Gemma_2_2B_base,random,fear_vector,10.048736572265625,layerwise
Gemma_2_2B_base,random,negemotion_vector,8.276032447814941,layerwise
Gemma_2_2B_base,random,negworld_vector,14.881669998168945,layerwise
Gemma_2_2B_base,random,bodysens_vector,12.586047172546387,layerwise
Gemma_2_2B_base,random,arousal_vector,9.090889930725098,layerwise
Gemma_2_2B_base,random,random_vector,8.813971519470215,layerwise
Gemma_2_2B_base,random,numb_vector,13.649721145629883,layerwise
Gemma_2_2B_base,random,s1@L7,3.5216681957244873,strict_fixed
Gemma_2_2B_base,random,s2@L13,7.859205722808838,strict_fixed
Gemma_2_2B_base,random,negemotion@L13,7.262584209442139,strict_fixed
Gemma_2_2B_base,random,fear@L13,12.061529159545898,strict_fixed
