model,condition,probe,mean_abs_proj,kind
Gemma_2_2B_instruct,baseline,s1_pain_vector,14.468498229980469,layerwise
Gemma_2_2B_instruct,baseline,s2_pain_vector,16.88945770263672,layerwise
Gemma_2_2B_instruct,baseline,s3_pain_vector,11.630392074584961,layerwise
Gemma_2_2B_instruct,baseline,fear_vector,11.779180526733398,layerwise
Gemma_2_2B_instruct,baseline,negemotion_vector,12.30199909210205,layerwise
Gemma_2_2B_instruct,baseline,negworld_vector,13.412978172302246,layerwise
Gemma_2_2B_instruct,baseline,bodysens_vector,14.177453994750977,layerwise
Gemma_2_2B_instruct,baseline,arousal_vector,10.738373756408691,layerwise
Gemma_2_2B_instruct,baseline,random_vector,20.123472213745117,layerwise
Gemma_2_2B_instruct,baseline,numb_vector,22.662492752075195,layerwise
Gemma_2_2B_instruct,baseline,s1@L10,13.480530738830566,strict_fixed
Gemma_2_2B_instruct,baseline,s2@L15,19.859312057495117,strict_fixed
Gemma_2_2B_instruct,baseline,negemotion@L15,7.470220565795898,strict_fixed
Gemma_2_2B_instruct,baseline,fear@L15,5.584202289581299,strict_fixed
Gemma_2_2B_instruct,s1,s1_pain_vector,13.149731636047363,layerwise
Gemma_2_2B_instruct,s1,s2_pain_vector,12.555254936218262,layerwise
Gemma_2_2B_instruct,s1,s3_pain_vector,14.568781852722168,layerwise
Gemma_2_2B_instruct,s1,fear_vector,13.995464324951172,layerwise
Gemma_2_2B_instruct,s1,negemotion_vector,13.965813636779785,layerwise
Gemma_2_2B_instruct,s1,negworld_vector,10.559980392456055,layerwise
Gemma_2_2B_instruct,s1,bodysens_vector,12.9790620803833,layerwise
Gemma_2_2B_instruct,s1,arousal_vector,12.577637672424316,layerwise
Gemma_2_2B_instruct,s1,random_vector,18.114124298095703,layerwise
Gemma_2_2B_instruct,s1,numb_vector,22.669843673706055,layerwise
Gemma_2_2B_instruct,s1,s1@L10,0.069465771317482,strict_fixed
Gemma_2_2B_instruct,s1,s2@L15,10.518176078796387,strict_fixed
Gemma_2_2B_instruct,s1,negemotion@L15,6.755201816558838,strict_fixed
Gemma_2_2B_instruct,s1,fear@L15,6.807143211364746,strict_fixed
Gemma_2_2B_instruct,s2,s1_pain_vector,13.170708656311035,layerwise
Gemma_2_2B_instruct,s2,s2_pain_vector,12.997064590454102,layerwise
Gemma_2_2B_instruct,s2,s3_pain_vector,14.927565574645996,layerwise
Gemma_2_2B_instruct,s2,fear_vector,12.956659317016602,layerwise
Gemma_2_2B_instruct,s2,negemotion_vector,13.789501190185547,layerwise
Gemma_2_2B_instruct,s2,negworld_vector,10.725984573364258,layerwise
Gemma_2_2B_instruct,s2,bodysens_vector,14.079526901245117,layerwise
Gemma_2_2B_instruct,s2,arousal_vector,12.488815307617188,layerwise
Gemma_2_2B_instruct,s2,random_vector,16.236295700073242,layerwise
Gemma_2_2B_instruct,s2,numb_vector,22.771547317504883,layerwise
Gemma_2_2B_instruct,s2,s1@L10,6.990196228027344,strict_fixed
Gemma_2_2B_instruct,s2,s2@L15,0.08766212314367294,strict_fixed
Gemma_2_2B_instruct,s2,negemotion@L15,8.183761596679688,strict_fixed
Gemma_2_2B_instruct,s2,fear@L15,7.402540683746338,strict_fixed
Gemma_2_2B_instruct,s1s2,s1_pain_vector,16.249914169311523,layerwise
Gemma_2_2B_instruct,s1s2,s2_pain_vector,14.021953582763672,layerwise
Gemma_2_2B_instruct,s1s2,s3_pain_vector,17.31781578063965,layerwise
Gemma_2_2B_instruct,s1s2,fear_vector,15.406176567077637,layerwise
Gemma_2_2B_instruct,s1s2,negemotion_vector,15.42526912689209,layerwise
Gemma_2_2B_instruct,s1s2,negworld_vector,10.36781120300293,layerwise
Gemma_2_2B_instruct,s1s2,bodysens_vector,12.985762596130371,layerwise
Gemma_2_2B_instruct,s1s2,arousal_vector,14.22264575958252,layerwise
Gemma_2_2B_instruct,s1s2,random_vector,15.903070449829102,layerwise
Gemma_2_2B_instruct,s1s2,numb_vector,23.725631713867188,layerwise
Gemma_2_2B_instruct,s1s2,s1@L10,5.544285774230957,strict_fixed
Gemma_2_2B_instruct,s1s2,s2@L15,0.08419919013977051,strict_fixed
Gemma_2_2B_instruct,s1s2,negemotion@L15,7.869804382324219,strict_fixed
Gemma_2_2B_instruct,s1s2,fear@L15,8.639433860778809,strict_fixed
Gemma_2_2B_instruct,negval,s1_pain_vector,14.414356231689453,layerwise
Gemma_2_2B_instruct,negval,s2_pain_vector,15.862818717956543,layerwise
Gemma_2_2B_instruct,negval,s3_pain_vector,11.998222351074219,layerwise
Gemma_2_2B_instruct,negval,fear_vector,10.610179901123047,layerwise
Gemma_2_2B_instruct,negval,negemotion_vector,10.050872802734375,layerwise
Gemma_2_2B_instruct,negval,negworld_vector,12.043564796447754,layerwise
Gemma_2_2B_instruct,negval,bodysens_vector,13.6115083694458,layerwise
Gemma_2_2B_instruct,negval,arousal_vector,11.231790542602539,layerwise
Gemma_2_2B_instruct,negval,random_vector,19.20099449157715,layerwise
Gemma_2_2B_instruct,negval,numb_vector,21.646671295166016,layerwise
Gemma_2_2B_instruct,negval,s1@L10,12.32572078704834,strict_fixed
Gemma_2_2B_instruct,negval,s2@L15,17.5759334564209,strict_fixed
Gemma_2_2B_instruct,negval,negemotion@L15,0.06991787999868393,strict_fixed
Gemma_2_2B_instruct,negval,fear@L15,3.208510398864746,strict_fixed
Gemma_2_2B_instruct,fear,s1_pain_vector,14.662957191467285,layerwise
Gemma_2_2B_instruct,fear,s2_pain_vector,16.428573608398438,layerwise
Gemma_2_2B_instruct,fear,s3_pain_vector,11.761094093322754,layerwise
Gemma_2_2B_instruct,fear,fear_vector,9.746103286743164,layerwise
Gemma_2_2B_instruct,fear,negemotion_vector,10.891563415527344,layerwise
Gemma_2_2B_instruct,fear,negworld_vector,13.211833000183105,layerwise
Gemma_2_2B_instruct,fear,bodysens_vector,13.47846508026123,layerwise
Gemma_2_2B_instruct,fear,arousal_vector,10.571109771728516,layerwise
Gemma_2_2B_instruct,fear,random_vector,19.451553344726562,layerwise
Gemma_2_2B_instruct,fear,numb_vector,21.278146743774414,layerwise
Gemma_2_2B_instruct,fear,s1@L10,13.058717727661133,strict_fixed
Gemma_2_2B_instruct,fear,s2@L15,18.867631912231445,strict_fixed
Gemma_2_2B_instruct,fear,negemotion@L15,4.4443535804748535,strict_fixed
Gemma_2_2B_instruct,fear,fear@L15,0.05233646184206009,strict_fixed
Gemma_2_2B_instruct,s1s2_negval,s1_pain_vector,17.578292846679688,layerwise
Gemma_2_2B_instruct,s1s2_negval,s2_pain_vector,14.608399391174316,layerwise
Gemma_2_2B_instruct,s1s2_negval,s3_pain_vector,17.941150665283203,layerwise
Gemma_2_2B_instruct,s1s2_negval,fear_vector,12.668350219726562,layerwise
Gemma_2_2B_instruct,s1s2_negval,negemotion_vector,11.560060501098633,layerwise
Gemma_2_2B_instruct,s1s2_negval,negworld_vector,10.364520072937012,layerwise
Gemma_2_2B_instruct,s1s2_negval,bodysens_vector,13.20884895324707,layerwise
Gemma_2_2B_instruct,s1s2_negval,arousal_vector,13.467338562011719,layerwise
Gemma_2_2B_instruct,s1s2_negval,random_vector,16.74551010131836,layerwise
Gemma_2_2B_instruct,s1s2_negval,numb_vector,23.351119995117188,layerwise
Gemma_2_2B_instruct,s1s2_negval,s1@L10,4.85242223739624,strict_fixed
Gemma_2_2B_instruct,s1s2_negval,s2@L15,2.6318442821502686,strict_fixed
Gemma_2_2B_instruct,s1s2_negval,negemotion@L15,0.0667906180024147,strict_fixed
Gemma_2_2B_instruct,s1s2_negval,fear@L15,3.7965292930603027,strict_fixed
Gemma_2_2B_instruct,s1s2_fear,s1_pain_vector,16.64023208618164,layerwise
Gemma_2_2B_instruct,s1s2_fear,s2_pain_vector,14.277525901794434,layerwise
Gemma_2_2B_instruct,s1s2_fear,s3_pain_vector,18.16563606262207,layerwise
Gemma_2_2B_instruct,s1s2_fear,fear_vector,10.11136245727539,layerwise
Gemma_2_2B_instruct,s1s2_fear,negemotion_vector,11.436095237731934,layerwise
Gemma_2_2B_instruct,s1s2_fear,negworld_vector,10.259267807006836,layerwise
Gemma_2_2B_instruct,s1s2_fear,bodysens_vector,12.557954788208008,layerwise
Gemma_2_2B_instruct,s1s2_fear,arousal_vector,12.157862663269043,layerwise
Gemma_2_2B_instruct,s1s2_fear,random_vector,16.362884521484375,layerwise
Gemma_2_2B_instruct,s1s2_fear,numb_vector,21.96697998046875,layerwise
Gemma_2_2B_instruct,s1s2_fear,s1@L10,4.139863967895508,strict_fixed
Gemma_2_2B_instruct,s1s2_fear,s2@L15,2.438584566116333,strict_fixed
Gemma_2_2B_instruct,s1s2_fear,negemotion@L15,3.2894668579101562,strict_fixed
Gemma_2_2B_instruct,s1s2_fear,fear@L15,0.04597347229719162,strict_fixed
Gemma_2_2B_instruct,random,s1_pain_vector,13.417269706726074,layerwise
Gemma_2_2B_instruct,random,s2_pain_vector,15.313274383544922,layerwise
Gemma_2_2B_instruct,random,s3_pain_vector,11.756319999694824,layerwise
Gemma_2_2B_instruct,random,fear_vector,11.880640029907227,layerwise
Gemma_2_2B_instruct,random,negemotion_vector,12.0620698928833,layerwise
Gemma_2_2B_instruct,random,negworld_vector,12.017277717590332,layerwise
Gemma_2_2B_instruct,random,bodysens_vector,13.518415451049805,layerwise
Gemma_2_2B_instruct,random,arousal_vector,10.834696769714355,layerwise
Gemma_2_2B_instruct,random,random_vector,19.235576629638672,layerwise
Gemma_2_2B_instruct,random,numb_vector,22.032949447631836,layerwise
Gemma_2_2B_instruct,random,s1@L10,11.849997520446777,strict_fixed
Gemma_2_2B_instruct,random,s2@L15,17.2381649017334,strict_fixed
Gemma_2_2B_instruct,random,negemotion@L15,7.020123481750488,strict_fixed
Gemma_2_2B_instruct,random,fear@L15,5.573805332183838,strict_fixed
