model,condition,probe,mean_abs_proj,kind
Gemma_2_9B_base,baseline,s1_pain_vector,13.863845825195312,layerwise
Gemma_2_9B_base,baseline,s2_pain_vector,9.424880027770996,layerwise
Gemma_2_9B_base,baseline,s3_pain_vector,17.391244888305664,layerwise
Gemma_2_9B_base,baseline,fear_vector,8.460003852844238,layerwise
Gemma_2_9B_base,baseline,negemotion_vector,8.345837593078613,layerwise
Gemma_2_9B_base,baseline,negworld_vector,22.5662841796875,layerwise
Gemma_2_9B_base,baseline,bodysens_vector,10.22700309753418,layerwise
Gemma_2_9B_base,baseline,arousal_vector,9.323918342590332,layerwise
Gemma_2_9B_base,baseline,random_vector,14.320321083068848,layerwise
Gemma_2_9B_base,baseline,numb_vector,13.856546401977539,layerwise
Gemma_2_9B_base,baseline,s1@L12,4.167884349822998,strict_fixed
Gemma_2_9B_base,baseline,s2@L21,5.817010402679443,strict_fixed
Gemma_2_9B_base,baseline,negemotion@L21,10.848995208740234,strict_fixed
Gemma_2_9B_base,baseline,fear@L21,12.568114280700684,strict_fixed
Gemma_2_9B_base,s1,s1_pain_vector,13.721208572387695,layerwise
Gemma_2_9B_base,s1,s2_pain_vector,9.21112060546875,layerwise
Gemma_2_9B_base,s1,s3_pain_vector,16.99225425720215,layerwise
Gemma_2_9B_base,s1,fear_vector,8.07635498046875,layerwise
Gemma_2_9B_base,s1,negemotion_vector,8.058611869812012,layerwise
Gemma_2_9B_base,s1,negworld_vector,21.854124069213867,layerwise
Gemma_2_9B_base,s1,bodysens_vector,10.035211563110352,layerwise
Gemma_2_9B_base,s1,arousal_vector,8.989917755126953,layerwise
Gemma_2_9B_base,s1,random_vector,14.09623908996582,layerwise
Gemma_2_9B_base,s1,numb_vector,13.383413314819336,layerwise
Gemma_2_9B_base,s1,s1@L12,0.05187120661139488,strict_fixed
Gemma_2_9B_base,s1,s2@L21,5.713696479797363,strict_fixed
Gemma_2_9B_base,s1,negemotion@L21,10.568305969238281,strict_fixed
Gemma_2_9B_base,s1,fear@L21,12.220261573791504,strict_fixed
Gemma_2_9B_base,s2,s1_pain_vector,12.701333999633789,layerwise
Gemma_2_9B_base,s2,s2_pain_vector,7.896523952484131,layerwise
Gemma_2_9B_base,s2,s3_pain_vector,16.256080627441406,layerwise
Gemma_2_9B_base,s2,fear_vector,8.498281478881836,layerwise
Gemma_2_9B_base,s2,negemotion_vector,7.991001129150391,layerwise
Gemma_2_9B_base,s2,negworld_vector,21.647781372070312,layerwise
Gemma_2_9B_base,s2,bodysens_vector,10.148502349853516,layerwise
Gemma_2_9B_base,s2,arousal_vector,9.121184349060059,layerwise
Gemma_2_9B_base,s2,random_vector,14.27036190032959,layerwise
Gemma_2_9B_base,s2,numb_vector,13.843772888183594,layerwise
Gemma_2_9B_base,s2,s1@L12,4.236078262329102,strict_fixed
Gemma_2_9B_base,s2,s2@L21,0.052362099289894104,strict_fixed
Gemma_2_9B_base,s2,negemotion@L21,9.58161735534668,strict_fixed
Gemma_2_9B_base,s2,fear@L21,11.827919960021973,strict_fixed
Gemma_2_9B_base,s1s2,s1_pain_vector,12.42237377166748,layerwise
Gemma_2_9B_base,s1s2,s2_pain_vector,7.721337795257568,layerwise
Gemma_2_9B_base,s1s2,s3_pain_vector,15.769584655761719,layerwise
Gemma_2_9B_base,s1s2,fear_vector,8.249258995056152,layerwise
Gemma_2_9B_base,s1s2,negemotion_vector,7.735007286071777,layerwise
Gemma_2_9B_base,s1s2,negworld_vector,21.16529655456543,layerwise
Gemma_2_9B_base,s1s2,bodysens_vector,10.080293655395508,layerwise
Gemma_2_9B_base,s1s2,arousal_vector,8.905068397521973,layerwise
Gemma_2_9B_base,s1s2,random_vector,14.089874267578125,layerwise
Gemma_2_9B_base,s1s2,numb_vector,13.644051551818848,layerwise
Gemma_2_9B_base,s1s2,s1@L12,3.203974962234497,strict_fixed
Gemma_2_9B_base,s1s2,s2@L21,0.05196592956781387,strict_fixed
Gemma_2_9B_base,s1s2,negemotion@L21,9.59073257446289,strict_fixed
Gemma_2_9B_base,s1s2,fear@L21,11.372069358825684,strict_fixed
Gemma_2_9B_base,negval,s1_pain_vector,13.594085693359375,layerwise
Gemma_2_9B_base,negval,s2_pain_vector,8.17075252532959,layerwise
Gemma_2_9B_base,negval,s3_pain_vector,15.308956146240234,layerwise
Gemma_2_9B_base,negval,fear_vector,12.755009651184082,layerwise
Gemma_2_9B_base,negval,negemotion_vector,12.242658615112305,layerwise
Gemma_2_9B_base,negval,negworld_vector,16.101144790649414,layerwise
Gemma_2_9B_base,negval,bodysens_vector,9.949018478393555,layerwise
Gemma_2_9B_base,negval,arousal_vector,9.822115898132324,layerwise
Gemma_2_9B_base,negval,random_vector,15.825477600097656,layerwise
Gemma_2_9B_base,negval,numb_vector,15.194145202636719,layerwise
Gemma_2_9B_base,negval,s1@L12,4.245901584625244,strict_fixed
Gemma_2_9B_base,negval,s2@L21,4.176671028137207,strict_fixed
Gemma_2_9B_base,negval,negemotion@L21,0.06296589970588684,strict_fixed
Gemma_2_9B_base,negval,fear@L21,6.563482284545898,strict_fixed
Gemma_2_9B_base,fear,s1_pain_vector,13.26931381225586,layerwise
Gemma_2_9B_base,fear,s2_pain_vector,8.302054405212402,layerwise
Gemma_2_9B_base,fear,s3_pain_vector,15.002809524536133,layerwise
Gemma_2_9B_base,fear,fear_vector,15.061376571655273,layerwise
Gemma_2_9B_base,fear,negemotion_vector,9.972162246704102,layerwise
Gemma_2_9B_base,fear,negworld_vector,18.012958526611328,layerwise
Gemma_2_9B_base,fear,bodysens_vector,10.709768295288086,layerwise
Gemma_2_9B_base,fear,arousal_vector,9.943735122680664,layerwise
Gemma_2_9B_base,fear,random_vector,16.13619041442871,layerwise
Gemma_2_9B_base,fear,numb_vector,15.552717208862305,layerwise
Gemma_2_9B_base,fear,s1@L12,4.176397323608398,strict_fixed
Gemma_2_9B_base,fear,s2@L21,4.47401237487793,strict_fixed
Gemma_2_9B_base,fear,negemotion@L21,4.966062545776367,strict_fixed
Gemma_2_9B_base,fear,fear@L21,0.055656302720308304,strict_fixed
Gemma_2_9B_base,s1s2_negval,s1_pain_vector,11.46517276763916,layerwise
Gemma_2_9B_base,s1s2_negval,s2_pain_vector,7.819051265716553,layerwise
Gemma_2_9B_base,s1s2_negval,s3_pain_vector,14.331669807434082,layerwise
Gemma_2_9B_base,s1s2_negval,fear_vector,12.377629280090332,layerwise
Gemma_2_9B_base,s1s2_negval,negemotion_vector,12.544000625610352,layerwise
Gemma_2_9B_base,s1s2_negval,negworld_vector,15.787140846252441,layerwise
Gemma_2_9B_base,s1s2_negval,bodysens_vector,9.78010082244873,layerwise
Gemma_2_9B_base,s1s2_negval,arousal_vector,10.246777534484863,layerwise
Gemma_2_9B_base,s1s2_negval,random_vector,15.482175827026367,layerwise
Gemma_2_9B_base,s1s2_negval,numb_vector,14.960112571716309,layerwise
Gemma_2_9B_base,s1s2_negval,s1@L12,3.7319893836975098,strict_fixed
Gemma_2_9B_base,s1s2_negval,s2@L21,4.992643356323242,strict_fixed
Gemma_2_9B_base,s1s2_negval,negemotion@L21,0.060810334980487823,strict_fixed
Gemma_2_9B_base,s1s2_negval,fear@L21,6.33669376373291,strict_fixed
Gemma_2_9B_base,s1s2_fear,s1_pain_vector,11.41336727142334,layerwise
Gemma_2_9B_base,s1s2_fear,s2_pain_vector,7.47874116897583,layerwise
Gemma_2_9B_base,s1s2_fear,s3_pain_vector,14.041049003601074,layerwise
Gemma_2_9B_base,s1s2_fear,fear_vector,15.157431602478027,layerwise
Gemma_2_9B_base,s1s2_fear,negemotion_vector,10.45070743560791,layerwise
Gemma_2_9B_base,s1s2_fear,negworld_vector,17.11680030822754,layerwise
Gemma_2_9B_base,s1s2_fear,bodysens_vector,10.608073234558105,layerwise
Gemma_2_9B_base,s1s2_fear,arousal_vector,10.425237655639648,layerwise
Gemma_2_9B_base,s1s2_fear,random_vector,15.727007865905762,layerwise
Gemma_2_9B_base,s1s2_fear,numb_vector,15.549141883850098,layerwise
Gemma_2_9B_base,s1s2_fear,s1@L12,6.073963165283203,strict_fixed
Gemma_2_9B_base,s1s2_fear,s2@L21,3.630960702896118,strict_fixed
Gemma_2_9B_base,s1s2_fear,negemotion@L21,4.379444122314453,strict_fixed
Gemma_2_9B_base,s1s2_fear,fear@L21,0.06071586534380913,strict_fixed
Gemma_2_9B_base,random,s1_pain_vector,13.702988624572754,layerwise
Gemma_2_9B_base,random,s2_pain_vector,9.237354278564453,layerwise
Gemma_2_9B_base,random,s3_pain_vector,16.575435638427734,layerwise
Gemma_2_9B_base,random,fear_vector,8.183205604553223,layerwise
Gemma_2_9B_base,random,negemotion_vector,7.923237323760986,layerwise
Gemma_2_9B_base,random,negworld_vector,21.361679077148438,layerwise
Gemma_2_9B_base,random,bodysens_vector,9.795978546142578,layerwise
Gemma_2_9B_base,random,arousal_vector,8.786542892456055,layerwise
Gemma_2_9B_base,random,random_vector,13.88235855102539,layerwise
Gemma_2_9B_base,random,numb_vector,13.289897918701172,layerwise
Gemma_2_9B_base,random,s1@L12,4.058752059936523,strict_fixed
Gemma_2_9B_base,random,s2@L21,5.471634864807129,strict_fixed
Gemma_2_9B_base,random,negemotion@L21,10.327133178710938,strict_fixed
Gemma_2_9B_base,random,fear@L21,11.819289207458496,strict_fixed
