model,condition,probe,mean_abs_proj,kind
Gemma_2_27B_instruct,baseline,s1_pain_vector,2297.966552734375,layerwise
Gemma_2_27B_instruct,baseline,s2_pain_vector,1215.72509765625,layerwise
Gemma_2_27B_instruct,baseline,s3_pain_vector,1405.50927734375,layerwise
Gemma_2_27B_instruct,baseline,fear_vector,3029.7275390625,layerwise
Gemma_2_27B_instruct,baseline,negemotion_vector,2741.490478515625,layerwise
Gemma_2_27B_instruct,baseline,negworld_vector,2663.221923828125,layerwise
Gemma_2_27B_instruct,baseline,bodysens_vector,1141.7227783203125,layerwise
Gemma_2_27B_instruct,baseline,arousal_vector,4464.8125,layerwise
Gemma_2_27B_instruct,baseline,random_vector,6320.09033203125,layerwise
Gemma_2_27B_instruct,baseline,numb_vector,2165.846923828125,layerwise
Gemma_2_27B_instruct,baseline,s1@L13,686.5477905273438,strict_fixed
Gemma_2_27B_instruct,baseline,s2@L13,363.8058776855469,strict_fixed
Gemma_2_27B_instruct,baseline,negemotion@L13,1925.2830810546875,strict_fixed
Gemma_2_27B_instruct,baseline,fear@L13,630.2113647460938,strict_fixed
Gemma_2_27B_instruct,s1,s1_pain_vector,2236.920166015625,layerwise
Gemma_2_27B_instruct,s1,s2_pain_vector,1204.63623046875,layerwise
Gemma_2_27B_instruct,s1,s3_pain_vector,1339.6280517578125,layerwise
Gemma_2_27B_instruct,s1,fear_vector,3000.746826171875,layerwise
Gemma_2_27B_instruct,s1,negemotion_vector,2682.435546875,layerwise
Gemma_2_27B_instruct,s1,negworld_vector,2636.252685546875,layerwise
Gemma_2_27B_instruct,s1,bodysens_vector,1182.55908203125,layerwise
Gemma_2_27B_instruct,s1,arousal_vector,4430.3125,layerwise
Gemma_2_27B_instruct,s1,random_vector,6284.82568359375,layerwise
Gemma_2_27B_instruct,s1,numb_vector,2111.850830078125,layerwise
Gemma_2_27B_instruct,s1,s1@L13,7.9287238121032715,strict_fixed
Gemma_2_27B_instruct,s1,s2@L13,402.9789123535156,strict_fixed
Gemma_2_27B_instruct,s1,negemotion@L13,1605.0650634765625,strict_fixed
Gemma_2_27B_instruct,s1,fear@L13,429.6165771484375,strict_fixed
Gemma_2_27B_instruct,s2,s1_pain_vector,2317.88037109375,layerwise
Gemma_2_27B_instruct,s2,s2_pain_vector,1226.3330078125,layerwise
Gemma_2_27B_instruct,s2,s3_pain_vector,1409.939453125,layerwise
Gemma_2_27B_instruct,s2,fear_vector,3028.04296875,layerwise
Gemma_2_27B_instruct,s2,negemotion_vector,2730.956787109375,layerwise
Gemma_2_27B_instruct,s2,negworld_vector,2644.957763671875,layerwise
Gemma_2_27B_instruct,s2,bodysens_vector,1159.798095703125,layerwise
Gemma_2_27B_instruct,s2,arousal_vector,4486.38330078125,layerwise
Gemma_2_27B_instruct,s2,random_vector,6369.66357421875,layerwise
Gemma_2_27B_instruct,s2,numb_vector,2183.224609375,layerwise
Gemma_2_27B_instruct,s2,s1@L13,557.0180053710938,strict_fixed
Gemma_2_27B_instruct,s2,s2@L13,3.951352834701538,strict_fixed
Gemma_2_27B_instruct,s2,negemotion@L13,1930.384521484375,strict_fixed
Gemma_2_27B_instruct,s2,fear@L13,596.6243286132812,strict_fixed
Gemma_2_27B_instruct,s1s2,s1_pain_vector,2358.879150390625,layerwise
Gemma_2_27B_instruct,s1s2,s2_pain_vector,1260.3699951171875,layerwise
Gemma_2_27B_instruct,s1s2,s3_pain_vector,1388.9141845703125,layerwise
Gemma_2_27B_instruct,s1s2,fear_vector,3156.592041015625,layerwise
Gemma_2_27B_instruct,s1s2,negemotion_vector,2853.875,layerwise
Gemma_2_27B_instruct,s1s2,negworld_vector,2822.56689453125,layerwise
Gemma_2_27B_instruct,s1s2,bodysens_vector,1303.77587890625,layerwise
Gemma_2_27B_instruct,s1s2,arousal_vector,4681.62646484375,layerwise
Gemma_2_27B_instruct,s1s2,random_vector,6669.79931640625,layerwise
Gemma_2_27B_instruct,s1s2,numb_vector,2230.126708984375,layerwise
Gemma_2_27B_instruct,s1s2,s1@L13,8.515618324279785,strict_fixed
Gemma_2_27B_instruct,s1s2,s2@L13,4.676908493041992,strict_fixed
Gemma_2_27B_instruct,s1s2,negemotion@L13,1475.128173828125,strict_fixed
