dataset,type,mean_z,pain_z,ctrl_z
S1_1P,human,-0.17954423,0.1625607311725616,-0.5216492
S1_3P,human,-0.50397706,-0.315638929605484,-0.6923153
S2_1P,human,7.6293944e-08,0.8455202579498291,-0.84552
S2_3P,human,-0.5278256,-0.1501262038946151,-0.90552497
Random_1P,neutral,-0.757488,,-0.757488
Random_3P,neutral,-0.70053065,,-0.70053065
Arousal_1P,arousal,-0.2892918,,-0.2892918
Arousal_3P,arousal,-0.34186143,,-0.34186143
